Day,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2026-05-19,EDGA Equities (J),30557357.000000,29517348.000000,110157704.000000,170232409.000000,1523162180.209300,1488250022.904099,2393976676.394400,5405388879.507799,433533,156698,644791,1235022
2026-05-19,EDGX Equities (K),156203482.000000,251357834.000000,574029034.000000,981590350.000000,8067052771.364098,10444231092.389802,22718065690.843307,41229349554.597207,1972850,1343828,3719126,7035804
2026-05-19,LTSE (L),638337.000000,282633.000000,2187917.000000,3108887.000000,33293613.962500,18780264.035000,44156543.877100,96230421.874600,7109,2997,14501,24607
2026-05-19,NYSE Texas (M),25898264.000000,15404536.000000,40536446.000000,81839246.000000,3259211893.226999,2133403749.846500,7805073668.601701,13197689311.675200,63986,19270,64158,147414
2026-05-19,NYSE (N),1290341163.000000,114333883.000000,155052901.000000,1559727947.000000,79272780378.463288,4913383044.229000,6295199895.270901,90481363317.963189,6924998,448172,1256839,8630009
2026-05-19,NYSE Arca (P),283110799.000000,642332668.000000,1551282419.000000,2476725886.000000,14784917246.407298,39755894715.095273,40083845903.406387,94624657864.908958,3631472,3310448,8264432,15206352
2026-05-19,NASDAQ (Q),513037248.000000,352852502.000000,1813629574.000000,2679519324.000000,31122794065.436018,24164949425.296602,145715340745.639193,201003084236.371813,8148957,2645505,15332263,26126725
2026-05-19,Members Exchange (U),64079291.000000,113182364.000000,283213857.000000,460475512.000000,3269979712.182600,4395291191.207400,8222836625.228604,15888107528.618604,721444,515025,1312086,2548555
2026-05-19,Investors Exchange (V),303220781.000000,184782275.000000,300561073.000000,788564129.000000,16691543654.698000,8198940256.798804,18128684392.661890,43019168304.158694,3628470,652505,3286055,7567030
2026-05-19,NASDAQ PSX (X),5061055.000000,4792074.000000,8096623.000000,17949752.000000,317743160.147000,502357997.310900,649322275.906800,1469423433.364700,71603,34902,120894,227399
2026-05-19,BYX Equities (Y),36185809.000000,33099973.000000,53135203.000000,122420985.000000,1768821750.080300,1489397805.476000,2478446154.754500,5736665710.310800,491057,173931,584495,1249483
2026-05-19,BZX Equities (Z),202398825.000000,195791173.000000,265944058.000000,664134056.000000,12604148014.398900,11152138434.267404,20320073299.181693,44076359747.847997,3114279,1302999,3536816,7954094
2026-05-18,NYSE American (A),6480578.000000,32420895.000000,9420672.000000,48322145.000000,395958871.016200,565866915.335500,595005343.427200,1556831129.778900,81623,123447,90595,295665
2026-05-18,NASDAQ Texas (B),15102777.000000,14529218.000000,27308770.000000,56940765.000000,1097261759.355400,776431148.795000,1759431617.360800,3633124525.511200,211874,93342,308264,613480
2026-05-18,NYSE National (C),19086132.000000,18200421.000000,24055540.000000,61342093.000000,750780375.161900,698700501.269600,873444258.236500,2322925134.668000,253388,95146,269206,617740
2026-05-18,FINRA / Nasdaq TRF Chicago (DB),18293555.710540,14399943.805240,43565138.059230,76258637.575010,968072977.749461,666845778.639682,3861644742.765894,5496563499.155037,165281,67240,348702,581223
2026-05-18,FINRA / NYSE TRF (DN),116877499.297343,90569059.839661,258012658.848012,465459217.985016,5213904529.792851,2986495415.833608,11070892692.275149,19271292637.901608,705454,327315,1205614,2238383
2026-05-18,FINRA / Nasdaq TRF Carteret (DQ),2405128022.782230,2357417518.907807,4986738851.129104,9749284392.819141,131062031898.228423,84803607918.219490,233476598253.145115,449342238069.593028,24070896,7551230,31524119,63146245
2026-05-18,24X National Exchange (G),1928460.000000,10945142.000000,5332659.000000,18206261.000000,57029187.335000,156690239.397500,206932691.403000,420652118.135500,9102,16563,23496,49161
2026-05-18,MIAX Pearl (H),24715169.000000,101543922.000000,116039841.000000,242298932.000000,870222668.390000,2384265910.005700,2794962453.604501,6049451032.000201,255245,269465,480962,1005672
2026-05-18,EDGA Equities (J),31383866.000000,55489937.000000,140864811.000000,227738614.000000,1434425925.000300,1481143918.537200,2494027086.064100,5409596929.601600,416104,235621,677808,1329533
2026-05-18,EDGX Equities (K),175758496.000000,293990699.000000,496093651.000000,965842846.000000,8375665608.228899,10531364158.719289,24854724462.345593,43761754229.293781,1985244,1597947,3905736,7488927
2026-05-18,LTSE (L),751565.000000,641448.000000,2208255.000000,3601268.000000,36585213.516800,29610360.834300,40323948.062800,106519522.413900,9009,4227,15066,28302
2026-05-18,NYSE Texas (M),41584650.000000,22465559.000000,34414535.000000,98464744.000000,3168970475.222000,2465665689.427600,6081122841.651799,11715759006.301399,41454,18068,51419,110941
2026-05-18,NYSE (N),1294714338.000000,116699733.000000,172608566.000000,1584022637.000000,75365819234.602402,5028809067.678200,6788053443.064997,87182681745.345599,6812587,506992,1327686,8647265
2026-05-18,NYSE Arca (P),297810759.000000,889679863.000000,1408980735.000000,2596471357.000000,14777750907.267001,41585956749.000191,43443721515.064899,99807429171.332091,3732061,4097528,9212762,17042351
2026-05-18,NASDAQ (Q),529711637.000000,395234481.000000,1960343805.000000,2885289923.000000,30328105608.798294,26010637720.460509,148738249678.534055,205076993007.792858,8081881,3085159,16164702,27331742
2026-05-18,Members Exchange (U),73212982.000000,147332053.000000,290613004.000000,511158039.000000,3458320836.498001,4606945776.129402,8782426490.105403,16847693102.732806,773366,659888,1402483,2835737
2026-05-18,Investors Exchange (V),299267315.000000,179623188.000000,313044744.000000,791935247.000000,15893218572.782499,7741397332.373201,18846225623.010107,42480841528.165807,3451549,661067,3321590,7434206
2026-05-18,NASDAQ PSX (X),5640102.000000,5520396.000000,8879929.000000,20040427.000000,362116066.062000,554953456.640700,797565773.606200,1714635296.308900,76734,42156,128798,247688
2026-05-18,BYX Equities (Y),38024591.000000,35016044.000000,61332655.000000,134373290.000000,1696781012.445900,1538952184.755700,2491177788.279300,5726910985.480900,460118,186581,574618,1221317
2026-05-18,BZX Equities (Z),202387587.000000,201537963.000000,285516848.000000,689442398.000000,11543115809.314501,11315460786.698107,21805308944.345703,44663885540.358311,2940606,1437092,3599726,7977424
2026-05-15,NYSE American (A),6661801.000000,65456850.000000,7751253.000000,79869904.000000,359151607.521400,618843309.207200,520685295.183600,1498680211.912200,75348,110644,77402,263394
2026-05-15,NASDAQ Texas (B),14813963.000000,13342163.000000,22522263.000000,50678389.000000,939746818.143700,792855912.495300,1587137449.817300,3319740180.456300,189714,94925,285557,570196
2026-05-15,NYSE National (C),18618238.000000,16826595.000000,22977832.000000,58422665.000000,745536332.276900,730602300.665800,869376825.819700,2345515458.762400,244957,86560,260796,592313
2026-05-15,FINRA / Nasdaq TRF Chicago (DB),17373343.715130,14056925.075170,45006532.257820,76436801.048120,851805012.754733,665731170.469370,3490863511.009349,5008399694.233452,143260,67118,324884,535262
2026-05-15,FINRA / NYSE TRF (DN),135131091.777237,129003498.005606,293206970.874409,557341560.657252,6534838308.558546,7144645202.846006,16816485093.876056,30495968605.280608,993727,642416,1762161,3398304
2026-05-15,FINRA / Nasdaq TRF Carteret (DQ),2358300013.553664,2043566553.800114,4494664705.898289,8896531273.252067,128332665215.194396,94033519805.476044,232306071954.463385,454672256975.133825,22393475,7434844,29621995,59450314
2026-05-15,24X National Exchange (G),1657274.000000,6609473.000000,4842854.000000,13109601.000000,48084856.650000,83968701.039100,151575597.628900,283629155.318000,7994,9917,23444,41355
2026-05-15,MIAX Pearl (H),21422878.000000,62897211.000000,87217859.000000,171537948.000000,872291018.104800,1853949619.617700,2486512450.777401,5212753088.499901,226980,192132,434393,853505
2026-05-15,EDGA Equities (J),29529971.000000,30376329.000000,103093527.000000,162999827.000000,1302387956.390800,1478437649.042400,2285681153.992801,5066506759.426001,385080,174502,605081,1164663
2026-05-15,EDGX Equities (K),168655745.000000,236005577.000000,484506197.000000,889167519.000000,8295127363.656101,10126241496.401998,24786141867.981219,43207510728.039318,1907454,1362121,3739492,7009067
2026-05-15,LTSE (L),611229.000000,766616.000000,1877563.000000,3255408.000000,29347902.570000,36341704.427500,78374366.053400,144063973.050900,7460,3883,15565,26908
2026-05-15,NYSE Texas (M),43899507.000000,22517976.000000,50731553.000000,117149036.000000,5120132493.439502,2561416513.490000,11336649380.153004,19018198387.082506,43110,15100,46045,104255
2026-05-15,NYSE (N),1447606186.000000,90757982.000000,134603814.000000,1672967982.000000,89043938841.358314,4642748819.633200,6235283102.961499,99921970763.953013,6484939,439825,1220667,8145431
2026-05-15,NYSE Arca (P),290342137.000000,672160408.000000,1208764284.000000,2171266829.000000,14066968259.000695,43581955484.950094,40863082538.395783,98512006282.346572,3568098,3475058,8399923,15443079
2026-05-15,NASDAQ (Q),530687438.000000,327022397.000000,2100330058.000000,2958039893.000000,29589893116.286492,23743580585.507810,171767080096.370706,225100553798.165008,7717976,2587718,15146049,25451743
2026-05-15,Members Exchange (U),66719198.000000,85989731.000000,267495974.000000,420204903.000000,3213230150.899801,3968523561.601302,9853583755.922697,17035337468.423800,704554,494830,1345493,2544877
2026-05-15,Investors Exchange (V),293953422.000000,178281065.000000,295600506.000000,767834993.000000,15033708579.976200,7930170939.079391,17646279804.252097,40610159323.307688,3388309,666502,3211407,7266218
2026-05-15,NASDAQ PSX (X),6389964.000000,5251544.000000,8765918.000000,20407426.000000,418970213.483600,505015341.323200,751740631.234400,1675726186.041200,77711,33829,117870,229410
2026-05-15,BYX Equities (Y),40267386.000000,32027107.000000,56546502.000000,128840995.000000,1636152963.753400,1509564663.124200,2673673376.352401,5819391003.230001,461534,205293,584232,1251059
2026-05-15,BZX Equities (Z),198459288.000000,189173594.000000,277521017.000000,665153899.000000,11316095484.766000,11806466507.680095,21442130591.258302,44564692583.704397,2984755,1314276,3525290,7824321
2026-05-14,NYSE American (A),7339605.000000,30706927.000000,8195185.000000,46241717.000000,400309799.800600,438264631.224800,529862956.514800,1368437387.540200,78567,107310,83095,268972
2026-05-14,NASDAQ Texas (B),14227566.000000,11499986.000000,23279059.000000,49006611.000000,999627797.336000,606326026.219700,1603177216.816400,3209131040.372100,203025,72121,292532,567678
2026-05-14,NYSE National (C),19624847.000000,13186299.000000,24174028.000000,56985174.000000,778835057.177400,511089365.531400,1022533397.091200,2312457819.800000,247915,76898,277217,602030
2026-05-14,FINRA / Nasdaq TRF Chicago (DB),16505958.205180,11246035.552580,48982677.082480,76734670.840240,901761531.774758,556520226.757859,3613565348.473304,5071847107.005921,138257,53596,347493,539346
2026-05-14,FINRA / NYSE TRF (DN),127705223.757708,84349830.004419,274798552.728937,486853606.491064,5976344741.108873,3421876994.311350,11390296315.644870,20788518051.065093,792091,293227,1391594,2476912
2026-05-14,FINRA / Nasdaq TRF Carteret (DQ),2315306375.851619,1847430745.259220,4942700881.098900,9105438002.209739,122853424634.113386,75446440680.472476,231395922128.039612,429695787442.625474,22376485,6297252,31199437,59873174
2026-05-14,24X National Exchange (G),1786273.000000,6967354.000000,6459780.000000,15213407.000000,51017656.417000,82984544.855100,172549540.451100,306551741.723200,8815,10892,28452,48159
2026-05-14,MIAX Pearl (H),24084869.000000,66451517.000000,112488056.000000,203024442.000000,968192835.367900,1690161283.006300,2685508933.063701,5343863051.437901,241499,209310,542779,993588
2026-05-14,EDGA Equities (J),27692910.000000,25395897.000000,90659998.000000,143748805.000000,1387667732.581000,1172874537.840900,2395623722.053401,4956165992.475301,392829,153326,643378,1189533
2026-05-14,EDGX Equities (K),173802772.000000,207642694.000000,501838787.000000,883284253.000000,8257357389.987602,8345066963.149803,24465486906.858122,41067911259.995527,1876697,1178962,3978478,7034137
2026-05-14,LTSE (L),682131.000000,368336.000000,2276999.000000,3327466.000000,33393541.995000,18993938.595600,46933577.816300,99321058.406900,8516,4066,18590,31172
2026-05-14,NYSE Texas (M),36871110.000000,17233352.000000,36804255.000000,90908717.000000,2986316688.189000,2039373951.540999,5484277550.170501,10509968189.900500,51217,17281,61745,130243
2026-05-14,NYSE (N),1229466339.000000,82412450.000000,158183562.000000,1470062351.000000,70519184428.778003,3526294919.203899,6077364352.519802,80122843700.501704,6222126,372609,1315619,7910354
2026-05-14,NYSE Arca (P),281259217.000000,546498882.000000,1185647360.000000,2013405459.000000,13673886702.560194,31303593729.038791,38895775812.311499,83873256243.910484,3453162,2969419,8811681,15234262
2026-05-14,NASDAQ (Q),517691104.000000,283133778.000000,1948914519.000000,2749739401.000000,28651069469.192415,18649541907.485696,139879628948.004722,187180240324.682833,7505031,2241924,15217837,24964792
2026-05-14,Members Exchange (U),74216406.000000,85831421.000000,268174654.000000,428222481.000000,3469356224.531600,3379350188.887499,9362757323.214701,16211463736.633800,732082,471931,1418989,2623002
2026-05-14,Investors Exchange (V),293029281.000000,162133501.000000,309898137.000000,765060919.000000,14748112936.038097,6245389135.957298,17393433280.132401,38386935352.127796,3297300,606632,3220419,7124351
2026-05-14,NASDAQ PSX (X),6779183.000000,4344671.000000,9395622.000000,20519476.000000,457869311.768900,488106664.524000,740587997.069600,1686563973.362500,81826,31008,123676,236510
2026-05-14,BYX Equities (Y),35914860.000000,27370753.000000,64318750.000000,127604363.000000,1547728429.391500,1245255842.454000,2649559023.265400,5442543295.110900,455725,162700,623935,1242360
2026-05-14,BZX Equities (Z),198596194.000000,159915738.000000,292725278.000000,651237210.000000,11169153644.201799,8642521703.705403,19675537058.506702,39487212406.413904,2875652,1142249,3580865,7598766
2026-05-13,NYSE American (A),8954808.000000,36219422.000000,9260984.000000,54435214.000000,409717836.313700,462636055.415900,521635608.673000,1393989500.402600,86860,102137,96371,285368
2026-05-13,NASDAQ Texas (B),16182554.000000,12797432.000000,25605902.000000,54585888.000000,1154544202.404900,651816414.931100,1686140203.253100,3492500820.589100,231879,77946,325053,634878
2026-05-13,NYSE National (C),20602800.000000,14456332.000000,26573244.000000,61632376.000000,869912688.154000,508405544.335800,978324727.953500,2356642960.443300,269295,75974,287249,632518
2026-05-13,FINRA / Nasdaq TRF Chicago (DB),18315089.834610,11627937.883760,43018286.137710,72961313.856080,998669073.559243,581250229.036893,3922805357.058564,5502724659.654700,148924,55156,337592,541672
2026-05-13,FINRA / NYSE TRF (DN),133477694.168232,86567805.837253,285952597.582933,505998097.588418,6158520024.480338,3882791774.725333,12182281767.763310,22223593566.968981,862417,340060,1447548,2650025
2026-05-13,FINRA / Nasdaq TRF Carteret (DQ),2550595743.876998,1844665625.839321,4632930876.640048,9028192246.356367,137584411693.905110,79773059392.254249,248859082362.972176,466216553449.131535,24286200,6494128,31237344,62017672
2026-05-13,24X National Exchange (G),2268498.000000,8023215.000000,7010579.000000,17302292.000000,64416871.114500,92756012.392900,194596072.809700,351768956.317100,10452,11901,26869,49222
2026-05-13,MIAX Pearl (H),26139139.000000,60401724.000000,107300579.000000,193841442.000000,981523532.819100,1731164276.060500,2629198930.093800,5341886738.973400,263088,188769,518894,970751
2026-05-13,EDGA Equities (J),32252749.000000,29852798.000000,90080788.000000,152186335.000000,1533789182.719600,1340467016.409200,2369926296.429200,5244182495.558000,432798,157323,638209,1228330
2026-05-13,EDGX Equities (K),178888206.000000,221639628.000000,492594871.000000,893122705.000000,8886621063.363403,8939670704.021095,25348705200.216695,43174996967.601193,2022727,1242831,4053105,7318663
2026-05-13,LTSE (L),705397.000000,793808.000000,2091337.000000,3590542.000000,32768105.230000,19757397.768300,48304267.362500,100829770.360800,8374,6778,16482,31634
2026-05-13,NYSE Texas (M),26434332.000000,14637127.000000,36665851.000000,77737310.000000,2436569503.886400,1474113097.750800,6236896068.505498,10147578670.142698,52180,16068,63614,131862
2026-05-13,NYSE (N),1319006699.000000,83297524.000000,154897647.000000,1557201870.000000,77013481854.714687,3714261377.601200,6612390453.559398,87340133685.875285,6789344,372251,1350838,8512433
2026-05-13,NYSE Arca (P),299662301.000000,582790267.000000,1175459185.000000,2057911753.000000,15002460787.497000,33548521392.243285,40327983700.997696,88878965880.737981,3824710,2985675,8709132,15519517
2026-05-13,NASDAQ (Q),587844434.000000,306860909.000000,2079111610.000000,2973816953.000000,32284038833.769195,19336011517.930610,155718655670.219575,207338706021.919380,8297797,2235218,15852511,26385526
2026-05-13,Members Exchange (U),78369836.000000,79669170.000000,262831802.000000,420870808.000000,3571651137.915900,3463955127.637299,10731829409.228000,17767435674.781199,791430,448773,1422874,2663077
2026-05-13,Investors Exchange (V),324287112.000000,162803688.000000,333460694.000000,820551494.000000,16896309345.376100,6670427020.219601,18414609999.721598,41981346365.317299,3671400,602904,3485953,7760257
2026-05-13,NASDAQ PSX (X),6530618.000000,4317144.000000,8708803.000000,19556565.000000,454950341.646500,416249601.935400,712092702.075500,1583292645.657400,84264,30363,121941,236568
2026-05-13,BYX Equities (Y),39333369.000000,31823846.000000,64825347.000000,135982562.000000,1853527741.448300,1325428298.018900,2871580570.956601,6050536610.423801,492133,162096,632287,1286516
2026-05-13,BZX Equities (Z),216816319.000000,171765151.000000,302795639.000000,691377109.000000,12313850206.003096,9524741873.058801,22524065617.114197,44362657696.176094,3125134,1107638,3775900,8008672
2026-05-12,NYSE American (A),6052314.000000,30880785.000000,7540149.000000,44473248.000000,339352784.562400,480761498.330900,542496661.571400,1362610944.464700,72311,105185,78335,255831
2026-05-12,NASDAQ Texas (B),13668892.000000,12802683.000000,21649716.000000,48121291.000000,922240714.845500,714120982.862800,1583195223.345100,3219556921.053400,201606,85641,276254,563501
2026-05-12,NYSE National (C),21608147.000000,20522409.000000,25150710.000000,67281266.000000,834437520.047300,721433729.667000,1110214716.042200,2666085965.756500,274154,92408,285191,651753
2026-05-12,FINRA / Nasdaq TRF Chicago (DB),18224145.347620,15078430.330820,45681321.617980,78983897.296420,1004987559.738393,752954325.830953,4375466442.714095,6133408328.283441,157749,75958,374924,608631
2026-05-12,FINRA / NYSE TRF (DN),127500327.424972,89437893.569566,272311987.552803,489250208.547341,6201604180.785915,3699264440.148474,11568404633.036530,21469273253.970919,864385,405618,1365049,2635052
2026-05-12,FINRA / Nasdaq TRF Carteret (DQ),2451353950.285073,2310102086.695501,4494900432.160971,9256356469.141545,138955526577.490926,101537598702.652534,261990945887.080260,502484071167.223720,23789008,7627049,31197320,62613377
2026-05-12,24X National Exchange (G),1813221.000000,8794846.000000,6501896.000000,17109963.000000,54940194.549000,112067331.574100,187654904.520500,354662430.643600,9026,13239,23525,45790
2026-05-12,MIAX Pearl (H),25064827.000000,76046394.000000,110290279.000000,211401500.000000,1013621652.424700,2377696970.272999,3108645113.820199,6499963736.517898,270598,250399,496572,1017569
2026-05-12,EDGA Equities (J),31285978.000000,30338062.000000,75624558.000000,137248598.000000,1533104112.051500,1520480218.611000,2722877389.359898,5776461720.022398,436449,176039,584696,1197184
2026-05-12,EDGX Equities (K),177797945.000000,269270258.000000,503814225.000000,950882428.000000,9102082303.110302,11461561644.070795,27354951612.013201,47918595559.194298,2195239,1613124,4045290,7853653
2026-05-12,LTSE (L),831927.000000,349497.000000,1434672.000000,2616096.000000,40212660.040000,23722620.520100,50725814.929500,114661095.489600,9734,3844,17467,31045
2026-05-12,NYSE Texas (M),21734933.000000,10776669.000000,39332266.000000,71843868.000000,1793644323.966400,1525378800.465500,5813777071.711502,9132800196.143402,46716,16457,54105,117278
2026-05-12,NYSE (N),1329558929.000000,99383363.000000,162492831.000000,1591435123.000000,78295235022.310102,5143646830.309299,7271839909.575097,90710721762.194498,7044302,486610,1398235,8929147
2026-05-12,NYSE Arca (P),303610746.000000,653400809.000000,1332250920.000000,2289262475.000000,15249906786.010901,40763678968.695889,43518429023.273700,99532014777.980490,4065906,3811951,8766644,16644501
2026-05-12,NASDAQ (Q),584246111.000000,344201799.000000,1975098083.000000,2903545993.000000,33647245705.773105,24880399616.637500,162181261213.125523,220708906535.536128,9001120,2827701,16474716,28303537
2026-05-12,Members Exchange (U),75309266.000000,101883591.000000,251642402.000000,428835259.000000,3676519386.723600,4456278422.625299,10883620995.182501,19016418804.531400,810668,574084,1398428,2783180
2026-05-12,Investors Exchange (V),307722897.000000,169667685.000000,321285143.000000,798675725.000000,16556454108.855201,7993804367.070798,19368041130.243299,43918299606.169298,3659379,700076,3442002,7801457
2026-05-12,NASDAQ PSX (X),6608059.000000,4883983.000000,8357007.000000,19849049.000000,496293391.662900,551964447.951400,845886122.099200,1894143961.713500,90444,37515,132928,260887
2026-05-12,BYX Equities (Y),38405374.000000,34221179.000000,58035686.000000,130662239.000000,1646273858.417000,1518710695.617400,2937348624.215901,6102333178.250301,472668,184548,599941,1257157
2026-05-12,BZX Equities (Z),214053593.000000,194873118.000000,299662312.000000,708589023.000000,12387592335.033005,12239457582.614804,23456391868.444504,48083441786.092313,3254029,1458099,3907322,8619450
2026-05-11,NYSE American (A),5657884.000000,33925823.000000,7592327.000000,47176034.000000,325997234.365500,456600968.828000,541026551.549200,1323624754.742700,66309,106534,81374,254217
2026-05-11,NASDAQ Texas (B),14714341.000000,11860191.000000,24477227.000000,51051759.000000,1044255979.019500,637460275.958600,1774887628.375199,3456603883.353299,213818,78991,304707,597516
2026-05-11,NYSE National (C),20482442.000000,13795702.000000,25698761.000000,59976905.000000,867905274.328700,554876400.342000,1144028117.477200,2566809792.147900,270008,79280,296683,645971
2026-05-11,FINRA / Nasdaq TRF Chicago (DB),19195908.866000,12188658.310670,51914684.428450,83299251.605120,1050347965.499136,653999050.984046,4396364741.458327,6100711757.941509,178423,67865,415757,662045
2026-05-11,FINRA / NYSE TRF (DN),147478769.736934,75402621.436671,349938621.201168,572820012.374773,6576938401.185119,2840808517.306750,12511931564.979666,21929678483.471535,932903,340910,1574388,2848201
2026-05-11,FINRA / Nasdaq TRF Carteret (DQ),2621919278.792410,1822312753.465765,5698181667.141755,10142413699.399930,145877920433.269972,79578756144.136969,282765090067.039947,508221766644.446888,25192175,7383154,34108792,66684121
2026-05-11,24X National Exchange (G),2125823.000000,8834421.000000,8305581.000000,19265825.000000,64014765.474500,110329408.794700,229797282.307600,404141456.576800,10412,13679,28000,52091
2026-05-11,MIAX Pearl (H),25966261.000000,63070859.000000,155357201.000000,244394321.000000,1097344033.785200,1888403954.153800,3110512939.566599,6096260927.505599,269680,192818,524913,987411
2026-05-11,EDGA Equities (J),31478926.000000,22019988.000000,135708834.000000,189207748.000000,1535631507.216600,1398303452.733201,2724523510.648902,5658458470.598703,431148,152941,675406,1259495
2026-05-11,EDGX Equities (K),187848970.000000,216656756.000000,672687927.000000,1077193653.000000,9548590169.916698,10121211063.983200,29595293026.317511,49265094260.217409,2184078,1328580,4339941,7852599
2026-05-11,LTSE (L),747775.000000,396236.000000,2711581.000000,3855592.000000,36166748.952500,18944363.410000,68932014.181100,124043126.543600,9382,4944,22578,36904
2026-05-11,NYSE Texas (M),17253441.000000,18076358.000000,24300955.000000,59630754.000000,1207667611.758400,1655916108.407500,4638808186.991002,7502391907.156902,48094,14717,56874,119685
2026-05-11,NYSE (N),1350933696.000000,83906464.000000,169074665.000000,1603914825.000000,80613372307.707707,4079475656.493500,7280933972.607698,91973781936.808905,6903372,401228,1407528,8712128
2026-05-11,NYSE Arca (P),306944481.000000,553233239.000000,1849670415.000000,2709848135.000000,15787934205.684305,34318112369.726512,45049478160.080295,95155524735.491112,4129590,3296372,9519847,16945809
2026-05-11,NASDAQ (Q),567118713.000000,285794383.000000,2085163110.000000,2938076206.000000,33358924783.777582,20715201211.628583,170377953828.269781,224452079823.675946,8467345,2350662,16259221,27077228
2026-05-11,Members Exchange (U),79933068.000000,84448954.000000,404078926.000000,568460948.000000,4047194989.446398,4144918238.364700,11501298488.503605,19693411716.314703,832200,456042,1533839,2822081
2026-05-11,Investors Exchange (V),316377249.000000,164181549.000000,350356663.000000,830915461.000000,17420404191.280498,6773985800.718403,20656017817.756295,44850407809.755196,3609283,627937,3506909,7744129
2026-05-11,NASDAQ PSX (X),6337046.000000,4396350.000000,9229978.000000,19963374.000000,437793929.715500,503159385.262600,939717637.788000,1880670952.766100,82263,31834,128244,242341
2026-05-11,BYX Equities (Y),40001650.000000,28220212.000000,71922257.000000,140144119.000000,1869783259.021400,1297214727.452900,3034950758.929600,6201948745.403900,504862,195241,635061,1335164
2026-05-11,BZX Equities (Z),225278770.000000,168176716.000000,331167358.000000,724622844.000000,13136535180.002497,10443639182.882008,24173256545.338301,47753430908.222806,3363475,1206312,4025692,8595479
2026-05-08,NYSE American (A),5948192.000000,25290710.000000,7795352.000000,39034254.000000,357057886.640700,370552069.439100,555790654.649800,1283400610.729600,72503,83726,82835,239064
2026-05-08,NASDAQ Texas (B),14268238.000000,11061556.000000,23904345.000000,49234139.000000,1011018441.130300,607739416.522900,1772193929.142400,3390951786.795600,207246,74169,306876,588291
2026-05-08,NYSE National (C),22187352.000000,13374730.000000,28907724.000000,64469806.000000,925043977.609600,590361218.562700,1214067142.003200,2729472338.175500,280789,81487,310010,672286
2026-05-08,FINRA / Nasdaq TRF Chicago (DB),15826883.860910,11673754.064450,44920841.972070,72421479.897430,915003924.755924,548788763.453381,4373405319.722416,5837198007.931721,144783,56544,378888,580215
2026-05-08,FINRA / NYSE TRF (DN),117864519.952484,71232176.973349,260833878.625798,449930575.551631,6522305619.147452,3373603768.243977,13141336809.921188,23037246197.312617,838901,285300,1350802,2475003
2026-05-08,FINRA / Nasdaq TRF Carteret (DQ),2350988721.558243,1695789693.381045,4511499727.205787,8558278142.145075,136200426054.628743,75439344710.561440,263827169893.091478,475466940658.281661,22411872,6343800,30708987,59464659
2026-05-08,24X National Exchange (G),2063585.000000,8111794.000000,6673249.000000,16848628.000000,76924961.649900,98461933.859100,256513854.773300,431900750.282300,11362,11859,25569,48790
2026-05-08,MIAX Pearl (H),24135063.000000,56109508.000000,115727868.000000,195972439.000000,1036343048.332500,1634161051.864299,3056747910.336499,5727252010.533298,256204,182990,502468,941662
2026-05-08,EDGA Equities (J),32840748.000000,25112538.000000,108633501.000000,166586787.000000,1506953648.019800,1224573272.790500,2729432558.637700,5460959479.448000,423709,147926,691702,1263337
2026-05-08,EDGX Equities (K),171014877.000000,196594213.000000,472610771.000000,840219861.000000,8822430576.198100,8440823905.454706,28518098318.762791,45781352800.415597,2000933,1197177,4011432,7209542
2026-05-08,LTSE (L),1002319.000000,193586.000000,1861823.000000,3057728.000000,46191018.215000,13854139.340300,56476486.231200,116521643.786500,11646,2353,17703,31702
2026-05-08,NYSE Texas (M),23798903.000000,14874764.000000,35003632.000000,73677299.000000,2468985542.844300,3302782023.854998,7387040515.008498,13158808081.707796,44446,14380,56204,115030
2026-05-08,NYSE (N),1256955278.000000,74440664.000000,148235126.000000,1479631068.000000,74855809047.906420,3563879754.948500,7194395190.764900,85614083993.619820,6848339,358855,1436241,8643435
2026-05-08,NYSE Arca (P),280809465.000000,520061387.000000,1120083337.000000,1920954189.000000,14447268359.315100,32443849521.562909,42039705704.456383,88930823585.334392,3745090,2895667,8665567,15306324
2026-05-08,NASDAQ (Q),536258267.000000,256671985.000000,2030467325.000000,2823397577.000000,31962203112.075798,18783567248.498204,169481166853.107938,220226937213.681940,8021995,2179360,16257888,26459243
2026-05-08,Members Exchange (U),71586205.000000,76774452.000000,265410543.000000,413771200.000000,3621462934.036901,3443234253.941001,11759777387.855592,18824474575.833494,755477,428536,1433566,2617579
2026-05-08,Investors Exchange (V),296923020.000000,138680281.000000,334643497.000000,770246798.000000,17232652099.788400,6335450048.029695,20725577078.268107,44293679226.086202,3612124,569198,3569411,7750733
2026-05-08,NASDAQ PSX (X),6365728.000000,4132869.000000,10456750.000000,20955347.000000,467053104.442700,408228630.416700,914449879.206000,1789731614.065400,85934,29134,137195,252263
2026-05-08,BYX Equities (Y),43084847.000000,26626120.000000,63941735.000000,133652702.000000,1945509713.762900,1264694477.613700,3019626729.378000,6229830920.754600,492664,156959,638927,1288550
2026-05-08,BZX Equities (Z),214787789.000000,147440961.000000,311761769.000000,673990519.000000,12885339870.385103,9094499999.415903,25954472620.467092,47934312490.268098,3264869,1122077,4081720,8468666
